Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1104.14,1094.88,1020.90,994.15,442.99
Total Revenue,1104.14,1094.88,1020.90,994.15,442.99
"Selling/General/Admin. Expenses, Total",562.56,543.61,538.49,504.03,220.72
Depreciation/Amortisation,52.77,53.90,53.46,76.16,71.20
Unusual Expense (Income),-2.32,-12.32,-0.22,4.46,46.53
"Other Operating Expenses, Total",229.15,228.53,227.05,213.48,115.57
Total Operating Expense,1029.81,1000.18,963.92,926.68,514.49
Operating Income,74.33,94.70,56.97,67.47,-71.49
"Interest Inc.(Exp.),Net-Non-Op., Total",139.22,113.91,121.01,134.46,40.91
"Other, Net",0,0,0,0,0
Net Income Before Taxes,355.03,209.59,179.06,204.46,-35.59
Provision for Income Taxes,17.89,21.57,18.11,13.99,-16.03
Net Income After Taxes,337.15,188.02,160.96,190.47,-19.55
Net Income Before Extra. Items,332.37,186.81,160.87,193.78,-11.25
Net Income,332.37,186.81,160.87,193.78,-11.25
Income Available to Com Excl ExtraOrd,332.37,186.81,160.87,193.78,-11.25
Income Available to Com Incl ExtraOrd,332.37,186.81,160.87,193.78,-11.25
Diluted Net Income,332.37,186.81,160.87,193.78,-11.25
Diluted Weighted Average Shares,1123.96,1120.96,1121.39,1122.93,1121.13
Diluted EPS Excluding ExtraOrd Items,0.30,0.17,0.14,0.17,-0.01
DPS - Common Stock Primary Issue,0.13,0.13,0.11,0.08,0
Diluted Normalised EPS,0.17,0.16,0.14,0.17,0.02
