Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,355.03,209.59,179.06,204.46,-35.59
Depreciation/Depletion,47.59,48.47,49.46,72.83,67.76
Non-Cash Items,-285.31,-118.49,-116.94,-120.36,17.21
Cash Taxes Paid,20.39,19.14,21.21,18.13,12.68
Changes in Working Capital,9.32,-90.61,-40.23,-69.23,112.97
Cash from Operating Activities,131.82,54.39,75.35,91.03,165.79
Capital Expenditures,-43.54,-43.02,-39.78,-43.60,-20.39
"Other Investing Cash Flow Items, Total",267.21,106.57,122.62,105.99,43.22
Cash from Investing Activities,223.67,63.55,82.85,62.39,22.82
Total Cash Dividends Paid,-135.21,-201.49,-134.29,-123.24,-56.07
"Issuance (Retirement) of Stock, Net",-8.22,-9.17,0.00,0,0
Cash from Financing Activities,-150.01,-215.97,-137.53,-159.44,-89.76
Foreign Exchange Effects,2.28,-3.92,1.14,4.07,-2.51
Net Change in Cash,207.75,-101.96,21.80,-1.95,96.34
