Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,56.14,37.73,46.61,26.39,35.15
Total Revenue,56.14,37.73,46.61,26.39,35.15
"Selling/General/Admin. Expenses, Total",9.99,10.76,11.27,9.43,11.77
Depreciation/Amortisation,0.92,1.07,1.69,1.42,1.52
Unusual Expense (Income),0.55,9.60,3.23,-0.28,11.88
"Other Operating Expenses, Total",2.17,2.61,2.59,2.42,0.51
Total Operating Expense,52.19,57.22,61.00,32.92,54.27
Operating Income,3.95,-19.50,-14.39,-6.53,-19.12
"Interest Inc.(Exp.),Net-Non-Op., Total",0.12,-0.72,-0.72,-0.40,-1.17
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4.06,-20.21,-15.11,-6.93,-20.30
Provision for Income Taxes,-0.28,-0.01,-0.08,-0.04,-1.18
Net Income After Taxes,4.34,-20.20,-15.02,-6.89,-19.12
Net Income Before Extra. Items,4.49,-18.38,-11.27,-3.98,-18.38
Net Income,11.79,-18.23,-11.17,-22.48,-19.27
Income Available to Com Excl ExtraOrd,4.49,-18.38,-11.27,-3.98,-18.38
Income Available to Com Incl ExtraOrd,11.79,-18.23,-11.17,-22.48,-19.27
Diluted Net Income,11.79,-18.23,-11.17,-22.48,-19.27
Diluted Weighted Average Shares,690.06,685.13,685.13,685.13,685.09
Diluted EPS Excluding ExtraOrd Items,0.01,-0.03,-0.02,-0.01,-0.03
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.01,-0.02,-0.01,-0.01,-0.02
