Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,11.64,-20.05,-14.92,-25.39,-21.67
Depreciation/Depletion,2.97,3.53,5.24,5.10,5.25
Non-Cash Items,-8.53,10.01,2.65,14.85,16.05
Cash Taxes Paid,0.24,-0.03,0.22,0.07,0.22
Changes in Working Capital,-7.97,-2.60,-9.71,-3.69,-3.00
Cash from Operating Activities,-1.83,-9.06,-16.74,-9.14,-3.37
Capital Expenditures,-19.55,-25.62,-7.98,-4.16,-3.90
"Other Investing Cash Flow Items, Total",-5.21,1.24,3.28,13.70,8.64
Cash from Investing Activities,-24.75,-24.39,-4.70,9.55,4.75
Total Cash Dividends Paid,-27.74,-1.71,-1.37,0.00,-2.06
"Issuance (Retirement) of Stock, Net",15.13,0.00,0.00,0.00,-0.01
Cash from Financing Activities,-5.31,11.82,2.18,0.93,-0.52
Foreign Exchange Effects,0.13,-0.06,0.04,-0.14,-0.24
Net Change in Cash,-31.76,-21.69,-19.22,1.20,0.62
