Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,143.40,98.14,357.86,369.72,580.96
Total Revenue,143.40,98.14,357.86,369.72,580.96
"Selling/General/Admin. Expenses, Total",3.91,4.32,6.47,9.41,8.16
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",11.12,2.29,29.02,57.53,3.49
Total Operating Expense,68.83,41.02,224.99,257.27,349.24
Operating Income,74.57,57.11,132.87,112.45,231.72
"Interest Inc.(Exp.),Net-Non-Op., Total",5.17,2.84,-4.15,-8.76,-3.75
"Other, Net",0,0.00,-0.23,-1.43,-0.61
Net Income Before Taxes,79.73,59.96,128.48,102.26,227.37
Provision for Income Taxes,7.27,9.24,27.19,26.18,37.93
Net Income After Taxes,72.46,50.72,101.29,76.08,189.44
Net Income Before Extra. Items,72.46,50.72,101.29,76.08,189.44
Net Income,72.46,50.72,101.29,76.08,189.44
Income Available to Com Excl ExtraOrd,72.46,50.72,101.29,76.08,189.44
Income Available to Com Incl ExtraOrd,72.46,50.72,101.29,76.08,189.44
Diluted Net Income,72.46,50.72,101.29,76.08,189.44
Diluted Weighted Average Shares,258.91,258.91,258.91,258.91,258.91
Diluted EPS Excluding ExtraOrd Items,0.28,0.20,0.39,0.29,0.73
DPS - Common Stock Primary Issue,0.04,0.04,0.04,0.04,0.04
Diluted Normalised EPS,0.28,0.20,0.39,0.42,0.73
