Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,79.73,59.96,128.48,102.26,227.37
Depreciation/Depletion,0.13,0.10,0.15,5.93,6.32
Non-Cash Items,0.03,-38.26,24.19,52.35,2.24
Cash Taxes Paid,24.46,26.06,0.62,1.03,45.36
Changes in Working Capital,-40.83,-155.00,-530.99,182.47,228.67
Cash from Operating Activities,39.07,-133.20,-378.17,343.02,464.59
Capital Expenditures,-0.16,-1.11,-25.99,-1.14,-0.61
"Other Investing Cash Flow Items, Total",0.00,0.05,0.00,0.11,0.00
Cash from Investing Activities,-0.16,-1.07,-25.99,-1.03,-0.61
Total Cash Dividends Paid,-85.44,-85.44,-46.60,-56.96,-28.48
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-85.44,-85.47,330.74,-114.30,-34.93
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-46.53,-219.74,-73.42,227.69,429.06
