Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,0,0,0,0,0
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,0,0,0,0,0
Operating Income,0,0,0,0,0
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,3776.92,4206.77,4826.22,5174.22,3536.00
Provision for Income Taxes,668.97,800.11,805.33,812.54,606.00
Net Income After Taxes,3107.95,3406.66,4020.89,4361.69,2930.00
Net Income Before Extra. Items,3096.29,3390.29,4008.00,4343.35,2915.00
Net Income,3096.29,3390.29,4008.00,4343.35,2915.00
Income Available to Com Excl ExtraOrd,3003.85,3287.97,3896.94,4245.96,2824.00
Income Available to Com Incl ExtraOrd,3003.85,3287.97,3896.94,4245.96,2824.00
Diluted Net Income,3003.85,3287.97,3896.94,4245.96,2824.00
Diluted Weighted Average Shares,1622.77,1657.11,1671.35,1673.38,1676.99
Diluted EPS Excluding ExtraOrd Items,1.85,1.98,2.33,2.54,1.68
DPS - Common Stock Primary Issue,0.70,0.80,1.00,1.10,0.78
Diluted Normalised EPS,1.85,1.98,2.33,2.54,1.69
