Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3107.95,3406.66,4020.89,4361.69,2930.00
Depreciation/Depletion,221.70,258.27,272.85,398.66,454.00
Non-Cash Items,512.27,530.99,753.08,509.19,-152.00
Cash Taxes Paid,622.51,661.74,808.89,803.33,707.00
Changes in Working Capital,-17155.40,-286.97,-8753.96,3063.14,6391.00
Cash from Operating Activities,-13313.48,3908.94,-3707.13,8332.67,9623.00
Capital Expenditures,-382.85,-349.39,-516.47,-572.97,-563.00
"Other Investing Cash Flow Items, Total",0.98,8.48,154.46,72.86,52.00
Cash from Investing Activities,-381.88,-340.92,-362.00,-500.11,-511.00
Total Cash Dividends Paid,-932.02,-664.98,-1646.51,-2084.79,-1837.00
"Issuance (Retirement) of Stock, Net",-689.38,0.00,-212.44,0.00,-20.00
Cash from Financing Activities,4722.34,-352.11,2657.62,-7599.21,2061.00
Foreign Exchange Effects,145.98,-641.46,31.32,337.45,3.00
Net Change in Cash,-8827.04,2574.46,-1380.19,570.81,11176.00
