Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-5.13,-5.50,-6.14,-3.48,-0.55
Depreciation/Depletion,0.54,0.20,0.24,0.11,0.44
Non-Cash Items,0.75,0.10,0.69,0.13,-0.09
Cash Taxes Paid,0.02,0.01,0.01,0.09,0.01
Changes in Working Capital,-2.56,-1.05,0.13,0.60,-1.22
Cash from Operating Activities,-6.39,-6.23,-5.02,-2.61,-1.39
Capital Expenditures,-0.48,-0.40,-0.15,-0.04,-0.01
"Other Investing Cash Flow Items, Total",7.13,9.81,-0.15,0.01,-0.13
Cash from Investing Activities,6.65,9.41,-0.30,-0.03,-0.15
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,5.26
Cash from Financing Activities,0.00,0,0.00,0.92,2.84
Foreign Exchange Effects,-0.04,-0.07,0.05,-0.02,-0.01
Net Change in Cash,0.22,3.12,-5.27,-1.74,1.30
