Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,773.16,455.80,484.04,309.02,158.70
Depreciation/Depletion,10.07,6.55,16.06,16.81,17.22
Non-Cash Items,-532.69,-234.77,-213.11,-97.43,67.39
Cash Taxes Paid,184.76,59.24,33.98,27.99,26.68
Changes in Working Capital,299.63,-798.92,-55.99,93.07,-975.18
Cash from Operating Activities,550.16,-571.34,231.01,321.47,-731.87
Capital Expenditures,-68.12,-98.65,-27.81,-7.96,-2.45
"Other Investing Cash Flow Items, Total",2086.99,-115.38,-1405.18,305.96,240.42
Cash from Investing Activities,2018.88,-214.03,-1432.98,298.01,237.96
Total Cash Dividends Paid,-55.49,-99.88,-77.68,-77.68,-77.68
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-1512.11,465.14,960.01,-661.78,605.23
Foreign Exchange Effects,-39.04,-2.88,6.38,-19.16,2.49
Net Change in Cash,1017.89,-323.11,-235.59,-61.47,113.82
