Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,93.30,105.07,90.18,116.93,135.62
Total Revenue,93.30,105.07,90.18,116.93,135.62
"Selling/General/Admin. Expenses, Total",59.60,72.48,63.86,71.06,74.40
Depreciation/Amortisation,6.38,5.28,6.02,13.34,17.74
Unusual Expense (Income),0.00,-2.82,0.00,0,0
"Other Operating Expenses, Total",12.87,18.87,20.83,24.81,27.30
Total Operating Expense,79.73,91.83,94.71,109.52,128.74
Operating Income,13.57,13.24,-4.52,7.40,6.88
"Interest Inc.(Exp.),Net-Non-Op., Total",28.43,13.64,3.54,2.12,-1.79
"Other, Net",0,0,0,0,0
Net Income Before Taxes,42.01,26.88,-0.99,9.52,5.09
Provision for Income Taxes,10.37,0.83,2.70,0.99,3.57
Net Income After Taxes,31.64,26.05,-3.69,8.53,1.52
Net Income Before Extra. Items,32.13,25.22,-4.38,7.94,0.47
Net Income,29.98,24.82,-4.38,7.94,0.47
Income Available to Com Excl ExtraOrd,32.13,25.22,-4.38,7.94,0.47
Income Available to Com Incl ExtraOrd,29.98,24.82,-4.38,7.94,0.47
Diluted Net Income,29.98,24.82,-4.38,7.94,0.47
Diluted Weighted Average Shares,326.69,326.66,325.12,324.81,324.81
Diluted EPS Excluding ExtraOrd Items,0.10,0.08,-0.01,0.02,0.00
DPS - Common Stock Primary Issue,0.03,0.03,0.02,0.02,0.02
Diluted Normalised EPS,0.10,0.07,-0.01,0.02,0.00
