Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,36.03,26.00,34.12,28.53,52.82
Short Term Investments,35.10,44.07,30.25,36.71,36.75
Cash and Short Term Investments,71.13,73.48,65.79,65.90,89.71
"Accounts Receivable - Trade, Net",15.47,19.45,24.50,25.45,21.64
"Total Receivables, Net",24.24,23.55,25.76,39.73,23.12
Prepaid Expenses,3.82,0.98,0.99,1.60,1.83
"Other Current Assets, Total",92.55,1.68,1.89,2.00,2.03
Total Current Assets,191.75,99.69,94.44,109.24,116.72
"Property/Plant/Equipment, Total - Gross",20.88,36.07,43.55,77.19,73.04
"Accumulated Depreciation, Total",-3.16,-4.65,-5.92,-6.61,-10.47
"Property/Plant/Equipment, Total - Net",17.71,31.42,37.62,70.59,62.58
"Goodwill, Net",0,58.29,95.84,95.14,97.12
"Intangibles, Net",110.42,38.65,47.91,43.78,41.89
Long Term Investments,400.51,466.75,385.04,362.96,377.65
Total Assets,742.14,702.38,668.63,693.65,708.13
Accounts Payable,9.17,9.54,11.25,1.98,2.43
Accrued Expenses,11.95,23.46,11.64,12.14,18.21
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",78.35,4.57,7.73,18.35,19.18
Total Current Liabilities,189.57,120.36,123.07,114.30,136.12
Total Long Term Debt,104.91,83.04,75.45,142.67,128.42
Total Debt,195.02,165.82,167.90,224.50,224.72
Deferred Income Tax,24.57,15.88,15.61,13.07,11.62
"Other Liabilities, Total",4.40,0.25,0.23,0.37,0.46
Total Liabilities,353.64,231.70,235.05,279.20,286.25
"Common Stock, Total",191.99,191.99,191.99,191.99,191.99
Retained Earnings (Accumulated Deficit),186.51,185.06,244.91,240.68,236.66
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),27.02,96.95,9.12,-2.38,-4.12
"Other Equity, Total",-17.02,-3.32,-12.43,-15.84,-2.65
Total Equity,388.50,470.68,433.59,414.45,421.88
Total Liabilities & Shareholders' Equity,742.14,702.38,668.63,693.65,708.13
Total Common Shares Outstanding,326.69,326.48,324.81,324.81,324.81
"Tangible Book Value per Share, Common Eq",0.85,1.14,0.89,0.85,0.87
