Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020,30 Apr 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-1.60,-2.74,0.09,-1.25,2.86
Depreciation/Depletion,3.40,3.36,3.35,3.51,3.38
Non-Cash Items,0.82,0.97,1.12,2.26,-4.40
Cash Taxes Paid,0.03,-0.01,0.10,-0.04,0.13
Changes in Working Capital,-0.85,0.20,-4.31,0.75,0.34
Cash from Operating Activities,1.76,1.79,0.24,5.26,2.19
Capital Expenditures,-0.16,-0.01,-0.42,-0.67,-0.23
"Other Investing Cash Flow Items, Total",1.20,-0.04,0.07,0.10,7.02
Cash from Investing Activities,1.03,-0.06,-0.35,-0.57,6.79
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,3.96,0.00,0
Cash from Financing Activities,-0.86,-3.76,2.58,1.11,-8.39
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,1.94,-2.03,2.47,5.80,0.60
