Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,466.60,425.40,439.30,406.60,117.20
Depreciation/Depletion,396.00,408.80,394.30,453.00,416.60
Non-Cash Items,-111.30,-34.70,-27.70,-10.80,66.10
Cash Taxes Paid,63.40,72.00,82.10,89.50,82.70
Changes in Working Capital,-48.80,-217.60,-137.10,-238.90,-116.20
Cash from Operating Activities,702.50,581.90,668.80,609.90,483.70
Capital Expenditures,-467.00,-393.60,-368.20,-506.70,-198.50
"Other Investing Cash Flow Items, Total",95.70,139.70,-269.70,140.10,88.80
Cash from Investing Activities,-371.30,-253.90,-637.90,-366.60,-109.70
Total Cash Dividends Paid,-199.40,-224.90,-225.10,-230.70,-114.60
"Issuance (Retirement) of Stock, Net",12.70,12.20,3.90,1.30,0.70
Cash from Financing Activities,-320.80,-507.00,-29.00,-229.70,-241.20
Foreign Exchange Effects,-18.90,-4.10,-12.00,-5.50,15.80
Net Change in Cash,-8.50,-183.10,-10.10,8.10,148.60
