Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,4059.50,3576.40,3805.20,3905.70,3228.60
Total Revenue,4059.50,3576.40,3805.20,3905.70,3228.60
"Selling/General/Admin. Expenses, Total",270.80,247.10,234.10,193.90,230.80
Depreciation/Amortisation,396.00,408.80,394.30,425.70,416.60
Unusual Expense (Income),4.20,-1.30,1.10,27.30,0
"Other Operating Expenses, Total",62.00,77.00,80.70,98.60,100.20
Total Operating Expense,3597.30,3167.20,3366.40,3489.90,3105.50
Operating Income,462.20,409.20,438.80,415.80,123.10
"Interest Inc.(Exp.),Net-Non-Op., Total",4.40,16.20,0.50,-9.20,-5.90
"Other, Net",0,0,0,0,0
Net Income Before Taxes,466.60,425.40,439.30,406.60,117.20
Provision for Income Taxes,88.20,76.50,80.50,88.40,24.50
Net Income After Taxes,378.40,348.90,358.80,318.20,92.70
Net Income Before Extra. Items,317.10,301.50,303.30,265.10,61.80
Net Income,317.10,301.50,303.30,265.10,61.80
Income Available to Com Excl ExtraOrd,317.10,301.50,303.30,265.10,61.80
Income Available to Com Incl ExtraOrd,317.10,301.50,303.30,265.10,61.80
Diluted Net Income,317.10,301.50,303.30,265.10,61.80
Diluted Weighted Average Shares,2160.08,2162.84,2166.43,2167.62,2166.70
Diluted EPS Excluding ExtraOrd Items,0.15,0.14,0.14,0.12,0.03
DPS - Common Stock Primary Issue,0.10,0.10,0.11,0.10,0.01
Diluted Normalised EPS,0.15,0.14,0.13,0.13,-0.02
