Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,242.21,269.45,284.33,288.57,272.97
Total Revenue,242.21,269.45,284.33,288.57,272.97
"Selling/General/Admin. Expenses, Total",72.98,74.14,89.28,81.36,70.78
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,3.63,0.24,0.00,-1.03
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,227.72,244.01,262.99,258.17,238.08
Operating Income,14.50,25.45,21.34,30.40,34.89
"Interest Inc.(Exp.),Net-Non-Op., Total",2.53,-4.25,-3.79,-0.61,-3.13
"Other, Net",0.46,-3.17,1.99,1.92,0.48
Net Income Before Taxes,17.46,17.96,19.90,31.54,32.24
Provision for Income Taxes,3.64,4.66,2.17,5.84,5.78
Net Income After Taxes,13.82,13.30,17.73,25.70,26.45
Net Income Before Extra. Items,14.52,14.14,18.09,26.11,26.79
Net Income,14.52,14.14,18.09,26.11,26.79
Income Available to Com Excl ExtraOrd,14.52,14.14,18.09,26.11,26.79
Income Available to Com Incl ExtraOrd,14.52,14.14,18.09,26.11,26.79
Diluted Net Income,14.52,14.14,18.09,26.11,26.79
Diluted Weighted Average Shares,534.13,539.62,538.40,539.02,537.85
Diluted EPS Excluding ExtraOrd Items,0.03,0.03,0.03,0.05,0.05
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.01,0.02
Diluted Normalised EPS,0.03,0.03,0.03,0.05,0.05
