Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Apr 2016,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,242.21,239.29,247.86,234.17,199.85
Total Revenue,242.21,239.29,247.86,234.17,199.85
"Selling/General/Admin. Expenses, Total",41.26,41.58,44.13,40.19,33.32
Depreciation/Amortisation,5.12,4.95,5.04,4.85,7.20
Unusual Expense (Income),0,0,0,0,2.47
"Other Operating Expenses, Total",6.42,5.39,6.19,3.70,4.34
Total Operating Expense,233.54,225.89,237.22,228.08,198.92
Operating Income,8.67,13.40,10.64,6.10,0.94
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.68,-2.47,-2.41,-3.86,-4.03
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4.99,10.93,8.23,2.24,-3.09
Provision for Income Taxes,2.40,2.82,3.03,1.76,0.92
Net Income After Taxes,2.59,8.11,5.19,0.47,-4.01
Net Income Before Extra. Items,2.59,8.11,5.19,0.47,-4.01
Net Income,2.59,8.11,5.19,0.47,-4.01
Income Available to Com Excl ExtraOrd,2.59,8.11,5.19,0.47,-4.01
Income Available to Com Incl ExtraOrd,2.59,8.11,5.19,0.47,-4.01
Diluted Net Income,2.59,8.11,5.19,0.47,-4.01
Diluted Weighted Average Shares,235.59,235.59,235.59,236.19,236.79
Diluted EPS Excluding ExtraOrd Items,0.01,0.03,0.02,0.00,-0.02
DPS - Common Stock Primary Issue,0.01,0.02,0.01,0.01,0.01
Diluted Normalised EPS,0.01,0.03,0.02,0.00,-0.01
