Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Apr 2016,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,4.99,10.93,8.23,2.24,-3.09
Depreciation/Depletion,7.88,7.43,7.70,7.28,9.46
Non-Cash Items,2.71,2.21,4.02,3.32,2.81
Cash Taxes Paid,1.89,2.21,2.61,2.07,1.71
Changes in Working Capital,20.84,4.69,-3.67,-14.85,-1.80
Cash from Operating Activities,36.41,25.26,16.27,-2.02,7.37
Capital Expenditures,-13.02,-7.25,-4.93,-2.60,-1.77
"Other Investing Cash Flow Items, Total",2.96,0.27,0.50,1.90,1.24
Cash from Investing Activities,-10.06,-6.98,-4.42,-0.71,-0.52
Total Cash Dividends Paid,-2.36,-2.36,-3.53,-2.36,-2.36
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-23.89,-14.40,-11.67,-5.08,5.54
Foreign Exchange Effects,-0.88,0.39,0.01,-0.36,-0.37
Net Change in Cash,1.58,4.27,0.18,-8.17,12.02
