Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,63.91,62.13,64.06,63.84,52.71
Total Revenue,63.91,62.13,64.06,63.84,52.71
"Selling/General/Admin. Expenses, Total",11.07,11.01,11.39,11.48,10.65
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.31,0,0,0.00,-1.04
"Other Operating Expenses, Total",0.40,0.58,0.85,1.18,2.10
Total Operating Expense,57.52,56.38,58.26,57.59,48.95
Operating Income,6.39,5.75,5.81,6.25,3.76
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.06,-0.02,-0.03,-0.11,-0.12
"Other, Net",0,0,0,0,0
Net Income Before Taxes,6.33,5.73,5.77,6.14,3.64
Provision for Income Taxes,0.93,0.81,0.94,1.10,0.68
Net Income After Taxes,5.40,4.92,4.83,5.04,2.96
Net Income Before Extra. Items,5.36,4.93,4.85,5.05,2.96
Net Income,5.36,4.93,4.85,5.05,2.96
Income Available to Com Excl ExtraOrd,5.36,4.93,4.85,5.05,2.96
Income Available to Com Incl ExtraOrd,5.36,4.93,4.85,5.05,2.96
Diluted Net Income,5.36,4.93,4.85,5.05,2.96
Diluted Weighted Average Shares,208.00,208.00,208.00,208.00,207.97
Diluted EPS Excluding ExtraOrd Items,0.03,0.02,0.02,0.02,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.02,0.02,0.02,0.02,0.01
