Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,39.12,34.81,31.61,30.76,23.95
Total Revenue,39.12,34.81,31.61,30.76,23.95
"Selling/General/Admin. Expenses, Total",6.12,5.23,4.23,4.09,3.39
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,-0.01,0,-0.54
"Other Operating Expenses, Total",3.44,2.85,2.01,1.48,0.93
Total Operating Expense,30.56,24.12,22.15,24.54,19.95
Operating Income,8.57,10.69,9.46,6.22,4.00
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.98,-0.71,-0.64,-0.76,-0.27
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.59,9.98,8.82,5.46,3.73
Provision for Income Taxes,0.62,0.50,0.91,0.71,-0.72
Net Income After Taxes,6.97,9.48,7.91,4.75,4.45
Net Income Before Extra. Items,6.97,9.48,7.91,4.75,4.45
Net Income,6.97,9.48,7.91,4.75,4.45
Income Available to Com Excl ExtraOrd,6.97,9.48,7.91,4.75,4.45
Income Available to Com Incl ExtraOrd,6.97,9.48,7.91,4.75,4.45
Diluted Net Income,6.97,9.48,7.91,4.75,4.45
Diluted Weighted Average Shares,722.82,753.79,754.58,755.03,755.19
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.01,0.01,0.01
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.01,0.01,0.01,0.01,0.01
