Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.97,9.48,7.91,4.75,4.45
Depreciation/Depletion,0.38,0.32,0.17,0.15,0.14
Non-Cash Items,6.89,4.06,1.30,5.35,4.12
Cash Taxes Paid,0.87,0.18,1.07,0.71,0.13
Changes in Working Capital,0.77,2.22,-2.93,-0.85,-3.32
Cash from Operating Activities,15.01,16.07,6.45,9.39,5.39
Capital Expenditures,-0.37,-0.17,-0.01,-0.00,0.00
"Other Investing Cash Flow Items, Total",19.28,0.81,5.60,14.11,-14.34
Cash from Investing Activities,18.91,0.64,5.60,14.10,-14.34
Total Cash Dividends Paid,-5.86,-1.51,-2.27,-5.29,-3.40
"Issuance (Retirement) of Stock, Net",0,-1.21,1.14,0.00,0.06
Cash from Financing Activities,-35.51,-15.69,-7.75,-23.19,6.73
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-1.59,1.03,4.29,0.31,-2.23
