Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,402.08,381.30,426.97,440.69,385.12
Total Revenue,402.08,381.30,426.97,440.69,385.12
"Selling/General/Admin. Expenses, Total",98.22,96.79,109.00,86.66,80.00
Depreciation/Amortisation,0,0.35,1.07,0,0
Unusual Expense (Income),1.90,-2.80,1.91,0.08,-0.05
"Other Operating Expenses, Total",-0.05,-0.23,-1.76,-0.38,0.19
Total Operating Expense,362.58,347.81,390.95,396.29,357.08
Operating Income,39.50,33.49,36.02,44.40,28.04
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.27,-0.51,-0.07,-0.82,-0.39
"Other, Net",0,0,0,0,0
Net Income Before Taxes,39.24,32.98,35.96,43.58,27.65
Provision for Income Taxes,13.08,13.30,15.10,15.36,10.17
Net Income After Taxes,26.15,19.68,20.86,28.22,17.48
Net Income Before Extra. Items,26.16,19.69,20.86,28.22,17.48
Net Income,26.16,19.69,20.86,28.22,17.48
Income Available to Com Excl ExtraOrd,26.16,19.69,20.86,28.22,17.48
Income Available to Com Incl ExtraOrd,26.16,19.69,20.86,28.22,17.48
Diluted Net Income,26.16,19.69,20.86,28.22,17.48
Diluted Weighted Average Shares,611.16,611.16,611.16,611.16,611.16
Diluted EPS Excluding ExtraOrd Items,0.04,0.03,0.03,0.05,0.03
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.04,0.03,0.04,0.05,0.03
