Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,10.33,0,0,12.26,20.39
Short Term Investments,57.41,0,0,45.30,45.14
Cash and Short Term Investments,67.74,67.37,54.71,57.56,65.52
"Accounts Receivable - Trade, Net",61.76,62.52,74.53,92.96,84.51
"Total Receivables, Net",77.53,63.59,75.90,97.64,91.45
Prepaid Expenses,1.15,0,0,0,0
"Other Current Assets, Total",1.56,15.81,13.58,12.43,11.03
Total Current Assets,202.67,211.85,220.40,255.03,244.85
"Property/Plant/Equipment, Total - Gross",191.42,195.23,186.67,207.87,210.01
"Accumulated Depreciation, Total",-64.66,-72.11,-77.28,-90.89,-102.83
"Property/Plant/Equipment, Total - Net",126.77,123.11,109.38,116.98,107.18
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",5.24,8.56,22.29,21.58,20.92
Long Term Investments,2.77,3.83,3.76,2.87,2.43
Total Assets,342.33,352.73,361.12,402.30,382.49
Accounts Payable,34.69,31.25,34.63,37.15,29.90
Accrued Expenses,21.53,0,0,35.27,35.33
Notes Payable/Short Term Debt,22.50,46.81,58.69,58.32,48.75
"Other Current liabilities, Total",17.76,50.74,48.75,26.02,24.26
Total Current Liabilities,118.18,129.13,142.21,158.76,139.72
Total Long Term Debt,9.58,5.06,0.17,0.00,0.00
Total Debt,53.78,52.20,59.01,60.32,50.22
Deferred Income Tax,1.63,1.29,0.81,1.06,0.25
"Other Liabilities, Total",11.65,12.94,11.68,14.87,16.78
Total Liabilities,141.15,148.54,154.99,174.81,156.86
"Common Stock, Total",95.94,95.94,95.94,95.94,95.94
Retained Earnings (Accumulated Deficit),165.93,109.22,120.02,135.65,138.62
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-60.69,-0.97,-9.83,-4.10,-8.92
Total Equity,201.18,204.19,206.13,227.48,225.63
Total Liabilities & Shareholders' Equity,342.33,352.73,361.12,402.30,382.49
Total Common Shares Outstanding,611.16,611.16,611.16,611.16,611.16
"Tangible Book Value per Share, Common Eq",0.32,0.32,0.30,0.34,0.33
