Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,26.15,19.68,20.86,28.22,17.48
Depreciation/Depletion,9.18,11.33,11.49,13.42,13.77
Non-Cash Items,15.55,11.09,18.66,18.64,12.96
Cash Taxes Paid,13.45,9.01,15.39,18.16,15.44
Changes in Working Capital,8.78,-16.88,-39.05,-28.19,-1.80
Cash from Operating Activities,59.66,25.22,11.96,32.09,42.41
Capital Expenditures,-16.67,-8.22,-5.74,-10.19,-4.48
"Other Investing Cash Flow Items, Total",-0.38,0.25,-14.85,-0.23,-0.36
Cash from Investing Activities,-17.05,-7.96,-20.58,-10.42,-4.84
Total Cash Dividends Paid,-8.28,-13.31,-10.06,-12.59,-14.51
"Issuance (Retirement) of Stock, Net",-60.02,0,0,0,0
Cash from Financing Activities,-97.11,-12.30,-4.31,-4.75,-28.21
Foreign Exchange Effects,-0.81,0.22,0.75,0.56,-0.25
Net Change in Cash,-55.32,5.17,-12.19,17.48,9.10
