Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,470.82,434.96,566.81,286.25,262.25
Total Revenue,470.82,434.96,566.81,286.25,262.25
"Selling/General/Admin. Expenses, Total",64.99,13.73,12.37,12.59,6.07
Depreciation/Amortisation,7.42,2.68,2.13,0.88,3.66
Unusual Expense (Income),142.95,-5.43,8.05,-1.90,49.08
"Other Operating Expenses, Total",27.23,9.88,9.01,5.19,9.69
Total Operating Expense,679.00,411.15,540.27,281.56,318.98
Operating Income,-208.18,23.81,26.54,4.69,-56.74
"Interest Inc.(Exp.),Net-Non-Op., Total",-15.34,-16.61,-11.42,-6.80,-4.61
"Other, Net",4.60,-0.50,-0.26,5.29,-1.18
Net Income Before Taxes,-218.92,6.71,14.86,3.19,-62.53
Provision for Income Taxes,7.29,3.57,1.39,1.23,0.92
Net Income After Taxes,-226.21,3.14,13.47,1.96,-63.45
Net Income Before Extra. Items,-225.56,3.30,13.47,1.96,-63.45
Net Income,-258.27,4.74,13.48,2.30,-59.51
Income Available to Com Excl ExtraOrd,-225.56,3.30,13.47,1.96,-63.45
Income Available to Com Incl ExtraOrd,-258.27,4.74,13.48,2.30,-59.51
Diluted Net Income,-258.27,4.74,13.48,2.30,-59.51
Diluted Weighted Average Shares,747.36,749.27,1518.87,2400.07,3048.23
Diluted EPS Excluding ExtraOrd Items,-0.30,0.00,0.01,0.00,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.18,0.00,0.01,0.00,-0.01
