Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16.45,25.99,41.60,5.03,3.16
Total Revenue,16.45,25.99,41.60,5.03,3.16
"Selling/General/Admin. Expenses, Total",28.60,25.73,19.15,23.42,15.06
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-10.90,-0.16,0.05,2.38,-2.07
"Other Operating Expenses, Total",-1.08,0.27,-2.66,-0.24,-0.35
Total Operating Expense,29.70,39.72,36.42,28.23,18.27
Operating Income,-13.25,-13.74,5.18,-23.20,-15.11
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,-0.22
"Other, Net",0,0,0,-0.14,-0.01
Net Income Before Taxes,-13.25,-13.74,5.18,-23.34,-15.35
Provision for Income Taxes,-2.29,2.28,6.10,0.04,0.36
Net Income After Taxes,-10.96,-16.02,-0.92,-23.38,-15.71
Net Income Before Extra. Items,-10.96,-16.02,-0.92,-23.38,-15.71
Net Income,-10.96,-16.02,-0.92,-23.38,-15.71
Income Available to Com Excl ExtraOrd,-10.96,-16.02,-0.92,-23.38,-15.71
Income Available to Com Incl ExtraOrd,-10.96,-16.02,-0.92,-23.38,-15.71
Diluted Net Income,-10.96,-16.02,-0.92,-23.38,-15.71
Diluted Weighted Average Shares,146.69,146.69,146.69,146.69,156.94
Diluted EPS Excluding ExtraOrd Items,-0.07,-0.11,-0.01,-0.16,-0.10
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.12,-0.11,-0.01,-0.15,-0.11
