Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-11.34,-8.95,7.03,-30.45,1.67
Depreciation/Depletion,4.61,6.74,4.83,6.19,5.73
Non-Cash Items,2.26,3.07,-11.27,31.58,-10.42
Cash Taxes Paid,0,0,0,2.50,0.11
Changes in Working Capital,7.26,-12.10,0.70,-20.84,-5.09
Cash from Operating Activities,3.83,-9.14,3.21,-13.52,-8.12
Capital Expenditures,-0.11,-2.54,-2.79,-0.74,-0.51
"Other Investing Cash Flow Items, Total",-40.09,-2.70,26.58,-2.01,-3.51
Cash from Investing Activities,-40.20,-5.24,23.80,-2.75,-4.01
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,13.93,0.00,0
Cash from Financing Activities,8.90,-3.12,4.40,-21.40,8.60
Foreign Exchange Effects,-0.73,-2.89,0.90,-0.34,0.02
Net Change in Cash,-28.20,-20.40,32.31,-38.02,-3.51
