Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,14.14,27.43,28.15,13.54,9.18
Total Revenue,14.14,27.43,28.15,13.54,9.18
"Selling/General/Admin. Expenses, Total",4.80,4.88,4.87,2.99,2.52
Depreciation/Amortisation,5.66,8.84,6.76,6.13,5.67
Unusual Expense (Income),-0.78,-0.09,-11.96,22.35,11.70
"Other Operating Expenses, Total",3.56,-0.60,-0.31,-3.08,-19.74
Total Operating Expense,23.44,32.52,17.95,35.83,7.36
Operating Income,-9.30,-5.09,10.20,-22.29,1.83
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.05,-3.86,-3.17,-8.17,-0.15
"Other, Net",0,0,0,0,-0.00
Net Income Before Taxes,-11.34,-8.95,7.03,-30.45,1.67
Provision for Income Taxes,0.34,7.35,3.67,-0.54,-3.75
Net Income After Taxes,-11.68,-16.30,3.36,-29.92,5.41
Net Income Before Extra. Items,-12.38,-14.44,3.74,-29.16,8.07
Net Income,-12.38,-14.44,3.74,-29.16,8.07
Income Available to Com Excl ExtraOrd,-12.38,-14.44,3.74,-29.16,8.07
Income Available to Com Incl ExtraOrd,-12.38,-14.44,3.74,-29.16,8.07
Diluted Net Income,-12.38,-14.44,3.74,-29.16,8.07
Diluted Weighted Average Shares,625.86,625.86,587.18,1136.98,2314.41
Diluted EPS Excluding ExtraOrd Items,-0.02,-0.02,0.01,-0.03,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.02,-0.02,-0.01,-0.01,0.01
