Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.30,-1.07,-1.42,-0.76,-3.18
Depreciation/Depletion,0.03,0,0.19,0.98,1.09
Non-Cash Items,1.68,0.88,0.01,-0.93,0.33
Cash Taxes Paid,0.37,0.18,0.00,0,0
Changes in Working Capital,-2.73,-1.48,0.68,1.68,0.42
Cash from Operating Activities,-1.21,-1.64,-0.54,0.97,-1.34
Capital Expenditures,-0.45,-0.50,-0.20,-2.38,-0.86
"Other Investing Cash Flow Items, Total",0.31,10.08,1.95,4.74,-0.47
Cash from Investing Activities,-0.13,9.58,1.76,2.36,-1.32
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,3.53
Cash from Financing Activities,0.74,-0.62,-0.03,-0.79,1.72
Foreign Exchange Effects,0.06,-0.00,0.00,0,0
Net Change in Cash,-0.55,7.32,1.19,2.55,-0.94
