Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,17.67,16.28,17.20,14.14,16.50
Total Revenue,17.67,16.28,17.20,14.14,16.50
"Selling/General/Admin. Expenses, Total",3.84,3.92,4.36,3.90,3.85
Depreciation/Amortisation,0.39,0.37,0.62,0.91,0.72
Unusual Expense (Income),-0.02,-0.02,-0.01,0.19,0.01
"Other Operating Expenses, Total",-0.16,-2.58,0.03,0.04,-0.51
Total Operating Expense,18.66,14.51,18.31,16.18,16.88
Operating Income,-0.99,1.77,-1.11,-2.04,-0.38
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.11,-0.15,-0.21,-0.17,-0.22
"Other, Net",0,-0.01,-0.09,-0.02,-0.06
Net Income Before Taxes,-1.11,1.61,-1.41,-2.23,-0.66
Provision for Income Taxes,0.05,0.23,0.11,-0.05,0.06
Net Income After Taxes,-1.15,1.39,-1.52,-2.19,-0.73
Net Income Before Extra. Items,-1.15,1.39,-1.48,-2.14,-0.79
Net Income,-1.15,1.39,-1.48,-2.14,-0.79
Income Available to Com Excl ExtraOrd,-1.15,1.39,-1.48,-2.14,-0.79
Income Available to Com Incl ExtraOrd,-1.15,1.39,-1.48,-2.14,-0.79
Diluted Net Income,-1.15,1.39,-1.48,-2.14,-0.79
Diluted Weighted Average Shares,1607.47,1607.47,1716.95,1727.47,1727.47
Diluted EPS Excluding ExtraOrd Items,-0.00,0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,0.00,-0.00,-0.00,-0.00
