Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1440.74,2114.37,2397.34,2283.34,1977.15
Total Revenue,1440.74,2114.37,2397.34,2283.34,1977.15
"Selling/General/Admin. Expenses, Total",141.03,195.72,216.16,214.36,178.70
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),23.28,-518.02,34.49,-27.71,-64.30
"Other Operating Expenses, Total",64.14,100.18,172.07,198.23,135.95
Total Operating Expense,1086.82,1076.71,1710.64,1498.80,1868.43
Operating Income,353.92,1037.66,686.70,784.55,108.72
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,353.92,1037.66,686.70,784.55,108.72
Provision for Income Taxes,48.32,61.19,94.75,105.78,23.37
Net Income After Taxes,305.60,976.48,591.96,678.77,85.35
Net Income Before Extra. Items,287.04,880.24,418.30,478.82,13.14
Net Income,287.04,880.24,418.30,478.82,13.14
Income Available to Com Excl ExtraOrd,287.04,880.24,418.30,478.82,13.14
Income Available to Com Incl ExtraOrd,287.04,880.24,418.30,478.82,13.14
Diluted Net Income,287.04,880.24,418.30,478.82,13.14
Diluted Weighted Average Shares,801.53,819.35,842.75,843.46,843.60
Diluted EPS Excluding ExtraOrd Items,0.36,1.07,0.50,0.57,0.02
DPS - Common Stock Primary Issue,0.15,0.18,0.18,0.18,0.15
Diluted Normalised EPS,0.38,0.48,0.53,0.54,-0.03
