Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,305.60,976.48,611.81,678.77,85.35
Depreciation/Depletion,66.60,131.28,176.41,190.65,117.88
Non-Cash Items,-63.80,-594.89,-21.65,-51.79,410.86
Cash Taxes Paid,33.48,61.33,106.27,131.73,96.08
Changes in Working Capital,230.11,423.23,-1243.77,226.41,-34.50
Cash from Operating Activities,538.52,936.09,-477.21,1044.05,579.59
Capital Expenditures,-66.34,-123.86,-310.08,-330.11,-205.56
"Other Investing Cash Flow Items, Total",-182.67,123.73,24.58,131.24,58.10
Cash from Investing Activities,-249.01,-0.13,-285.50,-198.87,-147.46
Total Cash Dividends Paid,-64.28,-71.95,-147.42,-147.54,-147.63
"Issuance (Retirement) of Stock, Net",-7.77,12.83,8.36,4.82,3.15
Cash from Financing Activities,-258.53,-421.57,624.15,-802.29,-175.07
Foreign Exchange Effects,-2.21,-0.13,-1.48,-1.93,3.00
Net Change in Cash,28.77,514.26,-140.03,40.96,260.07
