Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.98,-1.32,-4.76,-6.69,-9.65
Depreciation/Depletion,2.47,2.68,1.38,1.95,1.70
Non-Cash Items,-3.76,28.54,-2.97,-1.09,0.76
Cash Taxes Paid,0.85,2.25,0.39,0.00,0
Changes in Working Capital,12.33,4.06,8.35,-8.31,-8.82
Cash from Operating Activities,18.02,33.96,2.00,-14.13,-15.97
Capital Expenditures,-4.64,-1.87,-4.01,-1.67,-0.51
"Other Investing Cash Flow Items, Total",0.03,-16.40,-0.73,-27.35,27.40
Cash from Investing Activities,-4.61,-18.27,-4.73,-29.02,26.88
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-2.48,0,-6.35,0.00,0
Foreign Exchange Effects,-2.45,5.26,-3.76,-2.80,1.93
Net Change in Cash,8.48,20.95,-12.85,-45.95,12.84
