Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,Interim Report,ARS,ARS
Cash,3.26,4.96,5.15,4.73,5.49
Short Term Investments,8.32,11.10,23.02,27.71,35.45
Cash and Short Term Investments,11.58,16.05,28.17,32.45,40.94
"Accounts Receivable - Trade, Net",2.61,3.49,2.90,3.00,2.19
"Total Receivables, Net",2.65,3.76,3.28,3.28,2.33
Prepaid Expenses,0.43,0.28,0.77,0.52,0.73
"Other Current Assets, Total",0.58,0.76,0.44,0.13,0.15
Total Current Assets,15.60,21.25,32.99,36.66,44.41
"Property/Plant/Equipment, Total - Gross",181.68,183.01,183.48,185.36,185.37
"Accumulated Depreciation, Total",-29.42,-37.09,-43.64,-49.95,-56.87
"Property/Plant/Equipment, Total - Net",152.27,145.92,139.85,135.42,128.50
"Goodwill, Net",0.59,0.80,0.78,0.74,0.78
"Intangibles, Net",0.13,0.12,0,0,0
Long Term Investments,3.36,2.60,2.62,1.74,1.64
Total Assets,173.27,177.80,176.92,174.62,175.39
Accounts Payable,1.20,0.74,0.93,0.93,0.80
Accrued Expenses,3.46,3.61,3.36,3.53,3.39
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",2.56,2.27,1.80,4.30,3.15
Total Current Liabilities,14.89,14.30,13.75,16.74,14.45
Total Long Term Debt,69.91,62.24,54.57,46.94,39.83
Total Debt,77.58,69.91,62.24,54.92,46.94
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",8.85,12.11,17.50,23.78,24.50
Total Liabilities,93.64,88.64,85.82,87.46,78.78
"Common Stock, Total",31.81,31.89,31.89,31.89,31.89
Retained Earnings (Accumulated Deficit),48.40,55.62,61.84,67.98,67.64
Treasury Stock - Common,0,0.00,-2.43,-7.69,-0.21
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.59,1.65,-0.20,-5.02,-2.71
Total Equity,79.63,89.16,91.10,87.16,96.61
Total Liabilities & Shareholders' Equity,173.27,177.80,176.92,174.62,175.39
Total Common Shares Outstanding,436.66,437.02,425.63,399.99,398.89
"Tangible Book Value per Share, Common Eq",0.18,0.20,0.21,0.22,0.24
