Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,43.46,46.23,48.17,46.67,42.17
Total Revenue,43.46,46.23,48.17,46.67,42.17
"Selling/General/Admin. Expenses, Total",11.80,11.33,12.73,12.55,12.04
Depreciation/Amortisation,7.10,7.67,8.03,8.43,8.31
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",1.13,0.63,0.56,1.13,0.76
Total Operating Expense,32.15,32.84,36.31,35.69,31.42
Operating Income,11.32,13.39,11.87,10.98,10.75
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.71,-2.95,-1.57,-1.80,-0.48
"Other, Net",0,0,0,0,0
Net Income Before Taxes,8.60,10.44,10.30,9.18,10.27
Provision for Income Taxes,0.05,0.01,0.02,-0.01,0.00
Net Income After Taxes,8.55,10.44,10.28,9.19,10.27
Net Income Before Extra. Items,8.55,10.44,10.28,9.19,10.27
Net Income,8.55,10.44,10.28,9.19,10.27
Income Available to Com Excl ExtraOrd,8.55,10.44,10.28,9.19,10.27
Income Available to Com Incl ExtraOrd,8.55,10.44,10.28,9.19,10.27
Diluted Net Income,8.55,10.44,10.28,9.19,10.27
Diluted Weighted Average Shares,436.55,436.90,433.37,415.98,399.21
Diluted EPS Excluding ExtraOrd Items,0.02,0.02,0.02,0.02,0.03
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.00
Diluted Normalised EPS,0.02,0.02,0.02,0.02,0.03
