Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-12.19,-40.59,3.69,0.84,-0.61
Depreciation/Depletion,3.63,3.14,2.08,2.74,3.06
Non-Cash Items,24.11,49.93,-3.18,-0.06,1.36
Cash Taxes Paid,0.27,0.52,0.03,0.06,0.00
Changes in Working Capital,5.52,0.97,-5.39,0.38,0.24
Cash from Operating Activities,21.07,13.46,-2.79,3.90,4.05
Capital Expenditures,-0.13,-1.22,-1.13,-3.13,-0.63
"Other Investing Cash Flow Items, Total",6.08,85.41,9.77,5.03,13.24
Cash from Investing Activities,5.96,84.19,8.65,1.91,12.61
Total Cash Dividends Paid,0,0,-3.30,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,8.46
Cash from Financing Activities,-27.31,-77.63,-21.71,-6.33,-4.39
Foreign Exchange Effects,0.02,-0.03,0.03,-0.01,-0.01
Net Change in Cash,-0.27,19.99,-15.82,-0.53,12.26
