Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1347.76,1513.43,1323.29,1313.78,1404.68
Total Revenue,1347.76,1513.43,1323.29,1313.78,1404.68
"Selling/General/Admin. Expenses, Total",488.19,497.91,426.67,396.31,452.78
Depreciation/Amortisation,51.02,59.23,38.56,67.98,68.73
Unusual Expense (Income),212.75,-5.07,-41.93,7.52,-22.95
"Other Operating Expenses, Total",-36.57,-6.68,-3.60,-4.64,-9.74
Total Operating Expense,1419.84,1361.49,1098.88,1177.69,1331.04
Operating Income,-72.08,151.94,224.41,136.09,73.64
"Interest Inc.(Exp.),Net-Non-Op., Total",122.72,0.71,-13.74,-7.45,-13.40
"Other, Net",4.96,-0.02,0.08,0.00,0.01
Net Income Before Taxes,54.95,155.30,210.21,128.59,60.27
Provision for Income Taxes,25.23,30.66,36.08,28.32,13.26
Net Income After Taxes,29.71,124.64,174.12,100.27,47.01
Net Income Before Extra. Items,33.40,135.50,166.23,103.07,47.62
Net Income,33.40,135.50,18.96,91.08,47.62
Income Available to Com Excl ExtraOrd,18.53,120.62,151.35,88.16,32.75
Income Available to Com Incl ExtraOrd,18.53,120.62,4.08,76.16,32.75
Diluted Net Income,18.53,120.62,4.08,76.16,32.75
Diluted Weighted Average Shares,2193.09,2268.63,2257.48,2249.80,2249.58
Diluted EPS Excluding ExtraOrd Items,0.01,0.05,0.07,0.04,0.01
DPS - Common Stock Primary Issue,0.04,0.04,0.04,0.03,0.01
Diluted Normalised EPS,0.06,0.05,0.05,0.04,0.01
