Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,29.71,124.64,26.85,88.28,47.01
Depreciation/Depletion,43.83,49.52,47.41,67.47,68.27
Non-Cash Items,115.67,12.32,102.06,38.36,25.81
Cash Taxes Paid,30.52,31.20,31.33,36.26,35.46
Changes in Working Capital,3.16,2.06,-34.66,-11.45,73.89
Cash from Operating Activities,200.07,198.24,152.18,183.16,215.43
Capital Expenditures,-199.77,-62.14,-31.32,-27.13,-21.86
"Other Investing Cash Flow Items, Total",26.90,13.39,43.67,9.36,-45.66
Cash from Investing Activities,-172.87,-48.76,12.35,-17.76,-67.52
Total Cash Dividends Paid,-119.55,-45.37,-79.12,-78.74,-38.24
"Issuance (Retirement) of Stock, Net",189.61,-15.72,-14.86,0.00,0
Cash from Financing Activities,212.78,-202.05,-86.36,-64.62,-139.70
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,239.97,-52.56,78.17,100.78,8.22
