Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.31,-9.42,-26.15,-25.77,-4.21
Depreciation/Depletion,1.29,0.39,2.14,1.48,1.75
Non-Cash Items,8.16,19.93,22.55,23.24,5.37
Cash Taxes Paid,3.48,2.73,0.38,0.26,0.29
Changes in Working Capital,-33.29,-81.02,11.67,40.04,14.00
Cash from Operating Activities,-20.53,-70.13,10.20,38.99,16.92
Capital Expenditures,-8.07,-0.02,-0.26,-0.02,-0.03
"Other Investing Cash Flow Items, Total",48.99,28.21,5.73,2.03,17.16
Cash from Investing Activities,40.92,28.19,5.47,2.01,17.14
Total Cash Dividends Paid,-2.50,0.00,-1.79,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-93.15,36.70,-19.76,-39.16,-30.90
Foreign Exchange Effects,0.00,0.16,0.12,0.03,0.15
Net Change in Cash,9.74,-5.07,-3.98,1.87,3.30
