Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.85,-2.12,-1.79,-2.35,-3.33
Depreciation/Depletion,0.03,0.02,0.02,0.09,0.08
Non-Cash Items,-0.57,0.47,-0.42,0.22,0.75
Cash Taxes Paid,0.00,0,0,0.00,0.00
Changes in Working Capital,0.68,0.50,-1.39,1.68,0.90
Cash from Operating Activities,-1.71,-1.13,-3.59,-0.37,-1.60
Capital Expenditures,-0.00,-0.08,0.00,-0.02,-1.26
"Other Investing Cash Flow Items, Total",0.25,0.77,-1.37,0.00,1.10
Cash from Investing Activities,0.25,0.69,-1.37,-0.02,-0.16
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",3.81,0.00,5.14,0.00,0
Cash from Financing Activities,1.21,0.28,4.81,0.07,2.00
Foreign Exchange Effects,-0.00,-0.06,0.03,0.01,-0.00
Net Change in Cash,-0.25,-0.22,-0.12,-0.30,0.23
