Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3.10,3.25,11.05,8.78,3.26
Total Revenue,3.10,3.25,11.05,8.78,3.26
"Selling/General/Admin. Expenses, Total",2.51,2.08,2.54,2.62,3.44
Depreciation/Amortisation,0.03,0.02,0.02,0,0
Unusual Expense (Income),-0.00,0.00,0.02,0,0
"Other Operating Expenses, Total",-0.28,0.65,-0.20,0.12,0.21
Total Operating Expense,4.75,5.35,12.84,10.97,6.53
Operating Income,-1.65,-2.11,-1.79,-2.19,-3.27
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.20,-0.01,-0.00,-0.16,-0.06
"Other, Net",0,0,0,-0.00,0.00
Net Income Before Taxes,-1.85,-2.12,-1.79,-2.35,-3.33
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-1.85,-2.12,-1.79,-2.35,-3.33
Net Income Before Extra. Items,-1.85,-2.12,-1.79,-2.35,-3.33
Net Income,-2.18,-2.58,-1.93,-2.38,-4.12
Income Available to Com Excl ExtraOrd,-1.85,-2.12,-1.79,-2.35,-3.33
Income Available to Com Incl ExtraOrd,-2.18,-2.58,-1.93,-2.38,-4.12
Diluted Net Income,-2.18,-2.58,-1.93,-2.38,-4.12
Diluted Weighted Average Shares,27.20,124.13,377.35,456.68,456.68
Diluted EPS Excluding ExtraOrd Items,-0.07,-0.02,-0.00,-0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.07,-0.02,-0.00,-0.01,-0.01
