Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,116.45,40.16,59.54,83.39,5.70
Depreciation/Depletion,0.24,0.14,0.13,0.11,0.11
Non-Cash Items,-74.30,2.89,-13.95,-33.33,30.07
Cash Taxes Paid,4.81,5.56,7.40,9.49,5.78
Changes in Working Capital,-17.51,-0.16,-7.76,-6.57,-15.35
Cash from Operating Activities,24.88,43.02,37.96,43.60,20.52
Capital Expenditures,-0.12,-0.11,-0.09,-0.06,-0.10
"Other Investing Cash Flow Items, Total",-474.32,-2.49,-0.48,-73.51,-5.09
Cash from Investing Activities,-474.44,-2.60,-0.57,-73.57,-5.19
Total Cash Dividends Paid,-9.88,-19.03,-20.38,-18.25,-12.11
"Issuance (Retirement) of Stock, Net",394.18,0,0,0,0
Cash from Financing Activities,488.90,-34.87,-37.37,34.02,-17.29
Foreign Exchange Effects,-0.96,-0.58,-2.18,-1.14,2.09
Net Change in Cash,38.37,4.98,-2.16,2.91,0.12
