Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,31.99,52.19,14.90,19.56,-31.42
Depreciation/Depletion,17.35,16.92,18.90,23.34,15.45
Non-Cash Items,1.07,-1.15,-0.40,-10.25,24.45
Cash Taxes Paid,4.46,7.19,8.03,5.95,1.28
Changes in Working Capital,115.34,67.40,-83.26,4.08,26.48
Cash from Operating Activities,165.75,135.36,-49.86,36.73,34.96
Capital Expenditures,-39.58,-22.23,-16.63,-4.08,-3.10
"Other Investing Cash Flow Items, Total",12.65,-0.68,-6.55,18.24,-7.22
Cash from Investing Activities,-26.93,-22.91,-23.18,14.16,-10.32
Total Cash Dividends Paid,-2.28,-3.63,-6.68,-2.22,-2.21
"Issuance (Retirement) of Stock, Net",-1.07,-1.72,-1.42,0.00,-0.42
Cash from Financing Activities,-138.96,-58.44,-28.86,-35.05,-37.68
Foreign Exchange Effects,-1.03,-0.27,-0.28,-0.26,1.02
Net Change in Cash,-1.17,53.73,-102.19,15.58,-12.03
