Fiscal Year,2013,2014,2015,2016,2017
Period Ended,31 Dec 2013,31 Dec 2014,31 Dec 2015,31 Dec 2016,31 Dec 2017
Source,ARS,ARS,ARS,PRESS,PRESS
Cash,15.40,10.02,0,0,0
Short Term Investments,6.96,4.07,0,0,0
Cash and Short Term Investments,22.36,14.09,0.27,0.12,0.02
"Accounts Receivable - Trade, Net",613.80,609.42,0,0.00,0.03
"Total Receivables, Net",708.27,715.82,33.41,13.76,14.55
Prepaid Expenses,17.37,45.13,0,0,0
"Other Current Assets, Total",255.23,163.43,0,0,0
Total Current Assets,1269.09,1122.15,33.68,13.88,14.57
"Property/Plant/Equipment, Total - Gross",1106.50,1122.40,0,0,0
"Accumulated Depreciation, Total",-154.28,-195.57,0,0,0
"Property/Plant/Equipment, Total - Net",952.22,926.82,0.08,0.07,0.07
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,5.77,11.74,0,0,0
Total Assets,2289.68,2118.98,33.75,13.95,14.64
Accounts Payable,469.24,338.01,110.99,22.42,2.60
Accrued Expenses,9.14,13.39,0,0,0
Notes Payable/Short Term Debt,337.24,130.72,14.88,16.95,0.00
"Other Current liabilities, Total",395.21,586.97,10.53,22.76,28.64
Total Current Liabilities,1524.89,1479.26,136.40,62.13,31.24
Total Long Term Debt,14.02,14.10,0.00,0.00,16.58
Total Debt,665.32,554.98,14.88,16.95,16.58
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,1538.91,1493.36,136.40,62.13,47.82
"Common Stock, Total",836.42,854.38,854.38,641.52,641.52
Retained Earnings (Accumulated Deficit),-65.04,-209.36,-878.78,-925.31,-910.00
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-20.61,-19.39,-78.24,235.61,235.30
Total Equity,750.77,625.63,-102.65,-48.18,-33.18
Total Liabilities & Shareholders' Equity,2289.68,2118.98,33.75,13.95,14.64
Total Common Shares Outstanding,1166.03,1208.03,1208.03,1208.03,1208.03
"Tangible Book Value per Share, Common Eq",0.64,0.52,-0.08,-0.04,-0.03
