Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,21.66,12.49,3.72,3.78,3.45
Total Revenue,21.66,12.49,3.72,3.78,3.45
"Selling/General/Admin. Expenses, Total",12.80,12.78,42.67,6.62,5.28
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-0.04,-8.72,8.77,9.03,3.96
Total Operating Expense,12.77,4.06,51.44,15.65,9.24
Operating Income,8.89,8.44,-47.72,-11.87,-5.79
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.03,0,0,1.47,-0.01
"Other, Net",0,0,0,0,0
Net Income Before Taxes,8.86,8.44,-47.72,-10.41,-5.80
Provision for Income Taxes,0.99,1.00,-2.52,0.00,0.48
Net Income After Taxes,7.87,7.44,-45.20,-10.41,-6.28
Net Income Before Extra. Items,7.87,7.44,-45.20,-10.41,-6.28
Net Income,7.87,7.44,-45.20,-10.41,-6.28
Income Available to Com Excl ExtraOrd,7.87,7.44,-45.20,-10.41,-6.28
Income Available to Com Incl ExtraOrd,7.87,7.44,-45.20,-10.41,-6.28
Diluted Net Income,7.87,7.44,-45.20,-10.41,-6.28
Diluted Weighted Average Shares,525.63,531.64,525.63,525.63,525.63
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,-0.09,-0.02,-0.01
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0,0
Diluted Normalised EPS,0.01,0.01,-0.09,-0.02,-0.01
