Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,9.86,3.29,2.20,9.52,3.01
Total Revenue,9.86,3.29,2.20,9.52,3.01
"Selling/General/Admin. Expenses, Total",2.86,2.82,2.67,2.51,2.22
Depreciation/Amortisation,0.08,0.15,0.14,0.14,0.15
Unusual Expense (Income),0.05,0,0,0,0
"Other Operating Expenses, Total",0.84,2.73,0.58,2.35,1.89
Total Operating Expense,9.65,8.14,4.44,11.70,5.88
Operating Income,0.21,-4.85,-2.24,-2.18,-2.87
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.75,0.09,-0.26,-0.08,-0.07
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.54,-4.76,-2.50,-2.26,-2.93
Provision for Income Taxes,0.05,-0.05,-0.00,0.00,0.00
Net Income After Taxes,-1.59,-4.71,-2.50,-2.26,-2.93
Net Income Before Extra. Items,-1.59,-4.71,-2.50,-2.26,-2.93
Net Income,-1.59,-4.71,-2.50,-2.26,-2.93
Income Available to Com Excl ExtraOrd,-1.59,-4.71,-2.50,-2.26,-2.93
Income Available to Com Incl ExtraOrd,-1.59,-4.71,-2.50,-2.26,-2.93
Diluted Net Income,-1.59,-4.71,-2.50,-2.26,-2.93
Diluted Weighted Average Shares,289.53,289.53,334.62,390.51,390.51
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.02,-0.01,-0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.02,-0.01,-0.01,-0.01
