Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,Interim Report,Interim Report,ARS,ARS,ARS
Cash,2.19,0.73,1.45,0.17,0.49
Short Term Investments,3.71,2.12,0.07,0.05,0.06
Cash and Short Term Investments,5.90,2.84,1.51,0.22,0.56
"Accounts Receivable - Trade, Net",1.30,1.13,0.72,2.51,1.22
"Total Receivables, Net",3.50,1.53,1.04,3.42,1.34
Prepaid Expenses,0.04,0.12,0.11,0.06,0.09
"Other Current Assets, Total",0.08,0.07,0.03,0.04,0.04
Total Current Assets,9.65,4.80,2.90,3.93,2.35
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.20,0.58,0.59,2.29,2.16
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.23,0.20,0.18,0.13,0.07
Long Term Investments,30.00,26.40,26.00,24.00,22.00
Total Assets,40.14,37.26,36.72,38.14,35.80
Accounts Payable,1.32,0.51,0.47,1.58,1.09
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,2.95,0.00,0.00,0.00
"Other Current liabilities, Total",3.04,2.73,2.50,3.29,3.14
Total Current Liabilities,4.36,6.19,2.97,4.90,5.57
Total Long Term Debt,0.00,0.00,0.00,1.74,1.67
Total Debt,0.00,2.95,0.00,1.77,3.00
Deferred Income Tax,0.00,0.00,0.00,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,4.36,6.19,2.97,6.65,7.24
"Common Stock, Total",27.22,27.22,32.39,32.39,32.39
Retained Earnings (Accumulated Deficit),8.55,3.84,1.34,-0.92,-3.85
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,0.01,0.02,0.02,0.02
Total Equity,35.77,31.07,33.75,31.49,28.56
Total Liabilities & Shareholders' Equity,40.14,37.26,36.72,38.14,35.80
Total Common Shares Outstanding,289.53,289.53,390.51,390.51,390.51
"Tangible Book Value per Share, Common Eq",0.12,0.11,0.09,0.08,0.07
