Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.54,-4.76,-2.50,-2.26,-2.93
Depreciation/Depletion,0.07,0.11,0.10,0.10,0.08
Non-Cash Items,1.69,1.75,0.26,1.89,2.00
Cash Taxes Paid,0.01,-0.03,0.00,0,0
Changes in Working Capital,-1.97,0.79,0.46,-0.18,0.83
Cash from Operating Activities,-1.75,-2.07,-1.64,-0.40,0.04
Capital Expenditures,-0.13,-0.11,-0.14,-0.03,-0.04
"Other Investing Cash Flow Items, Total",-1.73,-3.83,-1.76,-0.77,-0.89
Cash from Investing Activities,-1.86,-3.94,-1.90,-0.79,-0.93
Total Cash Dividends Paid,-0.54,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,5.33,0.00,0
Cash from Financing Activities,-0.54,2.95,2.22,-0.09,1.21
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-4.15,-3.06,-1.32,-1.29,0.32
