Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1845.96,3091.92,3623.80,3296.31,2618.05
Depreciation/Depletion,510.44,461.43,475.55,472.13,483.17
Non-Cash Items,2214.56,-253.64,472.59,169.94,-85.63
Cash Taxes Paid,670.13,583.52,636.89,781.50,862.89
Changes in Working Capital,-283.43,-1718.54,-3301.37,667.49,-3637.03
Cash from Operating Activities,4288.07,1582.10,1307.13,4608.68,-611.54
Capital Expenditures,-344.33,-51.23,-493.01,-532.75,-294.22
"Other Investing Cash Flow Items, Total",-974.44,-731.62,1400.99,-177.09,-740.81
Cash from Investing Activities,-1318.77,-782.84,907.98,-709.84,-1035.03
Total Cash Dividends Paid,-818.47,-753.98,-857.09,-986.59,-884.84
"Issuance (Retirement) of Stock, Net",0.00,1007.89,-101.38,-127.76,-310.32
Cash from Financing Activities,-1876.43,-1689.62,-1816.40,-309.96,-1903.03
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,1092.86,-890.37,398.71,3588.88,-3549.60
