Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020,30 Jun 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,407.47,436.20,474.49,573.25,540.76
Depreciation/Depletion,57.69,60.84,62.51,89.86,94.52
Non-Cash Items,2.96,1.62,-1.97,8.04,-0.02
Cash Taxes Paid,67.09,65.29,79.69,72.39,109.39
Changes in Working Capital,-90.37,-71.84,-67.56,-46.98,-82.33
Cash from Operating Activities,377.75,426.82,467.47,624.17,552.94
Capital Expenditures,-60.16,-78.57,-47.35,-34.63,-45.28
"Other Investing Cash Flow Items, Total",-87.41,-10.94,-112.90,-279.43,-152.68
Cash from Investing Activities,-147.58,-89.50,-160.24,-314.05,-197.96
Total Cash Dividends Paid,-299.85,-299.86,-401.40,-321.19,-342.49
"Issuance (Retirement) of Stock, Net",-8.64,-8.19,-9.50,-17.00,-15.93
Cash from Financing Activities,-308.49,-308.05,-410.90,-69.74,-209.92
Foreign Exchange Effects,0.56,0.01,-0.41,0.54,1.88
Net Change in Cash,-77.76,29.27,-104.09,240.92,146.94
