Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020,30 Jun 2021
Source,ARS,Interim Report,ARS,ARS,PRESS
Cash,47.05,68.60,56.69,211.30,0
Short Term Investments,473.28,503.01,413.61,525.30,40.94
Cash and Short Term Investments,520.32,571.60,470.29,736.60,1100.97
"Accounts Receivable - Trade, Net",770.84,772.12,784.24,665.87,748.75
"Total Receivables, Net",792.04,802.86,864.27,733.65,748.75
Prepaid Expenses,22.01,23.21,20.42,23.85,0
"Other Current Assets, Total",278.17,282.75,222.18,222.19,0.31
Total Current Assets,1612.54,1680.42,1577.16,1716.29,1850.03
"Property/Plant/Equipment, Total - Gross",125.68,139.34,144.13,227.55,0
"Accumulated Depreciation, Total",-45.26,-67.51,-83.18,-89.65,0
"Property/Plant/Equipment, Total - Net",80.42,71.82,60.95,137.90,119.56
"Goodwill, Net",88.40,88.63,85.30,329.18,541.23
"Intangibles, Net",223.35,235.56,240.58,277.44,288.57
Long Term Investments,36.50,38.51,162.45,215.58,223.16
Total Assets,2041.21,2114.94,2132.29,2679.49,3022.55
Accounts Payable,752.08,761.95,767.64,642.99,0
Accrued Expenses,124.74,111.27,126.17,133.12,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,304.07,0.00
"Other Current liabilities, Total",96.57,112.81,107.67,158.14,117.98
Total Current Liabilities,973.40,986.03,1001.47,1257.80,1006.12
Total Long Term Debt,0.00,0.00,0.00,110.10,560.21
Total Debt,0.00,0.00,0.00,433.65,580.57
Deferred Income Tax,35.26,32.67,39.97,62.32,66.46
"Other Liabilities, Total",0.02,0,0.00,0,0
Total Liabilities,1008.68,1018.71,1041.44,1434.64,1637.64
"Common Stock, Total",428.03,429.24,429.11,429.74,430.41
Retained Earnings (Accumulated Deficit),579.00,642.77,635.44,750.66,864.68
Treasury Stock - Common,-12.56,-11.36,-13.23,-21.00,-25.19
Unrealised Gain (Loss),0,0.11,8.93,54.91,75.91
"Other Equity, Total",38.06,35.48,30.60,30.54,39.10
Total Equity,1032.53,1096.23,1090.85,1244.85,1384.91
Total Liabilities & Shareholders' Equity,2041.21,2114.94,2132.29,2679.49,3022.55
Total Common Shares Outstanding,1069.95,1070.11,1069.80,1068.98,1070.44
"Tangible Book Value per Share, Common Eq",0.67,0.72,0.72,0.60,0.52
