Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1190.93,1363.94,1416.41,1765.23,957.08
Total Revenue,1190.93,1363.94,1416.41,1765.23,957.08
"Selling/General/Admin. Expenses, Total",111.00,100.13,147.09,89.38,78.35
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,0.00,-138.39,0.00,-18.70
"Other Operating Expenses, Total",-21.93,-22.37,20.02,-21.57,-32.32
Total Operating Expense,1212.45,1335.48,1345.10,1679.70,904.32
Operating Income,-21.52,28.47,71.31,85.53,52.76
"Interest Inc.(Exp.),Net-Non-Op., Total",-15.06,-12.61,-15.11,-22.61,-19.29
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-36.58,15.86,56.21,62.91,33.47
Provision for Income Taxes,1.02,3.78,3.52,6.48,2.55
Net Income After Taxes,-37.59,12.08,52.68,56.43,30.92
Net Income Before Extra. Items,-35.47,10.49,52.70,56.82,30.92
Net Income,-35.47,10.49,52.75,54.36,30.92
Income Available to Com Excl ExtraOrd,-35.47,10.49,52.70,56.82,30.92
Income Available to Com Incl ExtraOrd,-35.47,10.49,52.75,54.36,30.92
Diluted Net Income,-35.47,10.49,52.75,54.36,30.92
Diluted Weighted Average Shares,32.33,32.33,32.33,32.33,32.33
Diluted EPS Excluding ExtraOrd Items,-1.10,0.32,1.63,1.76,0.96
DPS - Common Stock Primary Issue,0,0.00,0.29,0.29,0.29
Diluted Normalised EPS,-1.09,0.33,-1.01,1.84,0.61
