Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,183.07,208.88,181.12,131.20,156.84
Depreciation/Depletion,54.96,61.10,65.14,68.75,71.87
Non-Cash Items,9.66,25.81,20.81,14.59,18.05
Cash Taxes Paid,49.13,65.44,76.47,65.30,22.32
Changes in Working Capital,-62.94,-65.83,-156.77,-84.45,-56.80
Cash from Operating Activities,186.62,231.69,112.44,132.20,192.39
Capital Expenditures,-85.80,-77.17,-95.99,-110.09,-70.48
"Other Investing Cash Flow Items, Total",4.79,-15.84,2.13,-10.54,33.34
Cash from Investing Activities,-81.02,-93.01,-93.86,-120.63,-37.14
Total Cash Dividends Paid,-22.69,-42.93,-80.92,-33.32,-33.08
"Issuance (Retirement) of Stock, Net",0,0,0,0,-5.57
Cash from Financing Activities,-59.76,-12.34,-196.96,-8.33,-23.27
Foreign Exchange Effects,0.17,0.05,-0.59,0.43,0.04
Net Change in Cash,46.01,126.39,-178.96,3.66,132.02
