Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,30.88,30.80,37.82,40.25,42.79
Total Revenue,30.88,30.80,37.82,40.25,42.79
"Selling/General/Admin. Expenses, Total",6.41,5.83,5.59,4.62,4.98
Depreciation/Amortisation,0.22,1.96,1.92,2.56,2.45
Unusual Expense (Income),0.03,-0.04,0.00,0,-0.72
"Other Operating Expenses, Total",-0.16,-0.78,-0.79,-1.06,-0.73
Total Operating Expense,28.44,29.57,36.44,39.70,42.29
Operating Income,2.44,1.23,1.38,0.55,0.50
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.44,1.23,1.38,0.55,0.50
Provision for Income Taxes,0.06,-0.01,-0.13,0.04,-0.03
Net Income After Taxes,2.38,1.24,1.51,0.51,0.53
Net Income Before Extra. Items,2.34,1.40,1.72,0.68,0.53
Net Income,2.34,1.40,1.72,0.68,0.53
Income Available to Com Excl ExtraOrd,2.34,1.40,1.72,0.68,0.53
Income Available to Com Incl ExtraOrd,2.34,1.40,1.72,0.68,0.53
Diluted Net Income,2.34,1.40,1.72,0.68,0.53
Diluted Weighted Average Shares,341.69,341.13,341.13,341.13,341.13
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,0.01,0.00,0.00
DPS - Common Stock Primary Issue,0.00,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.01,0.00,0.01,0.00,0.00
