Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.44,1.23,1.38,0.55,0.50
Depreciation/Depletion,0.43,2.18,2.14,2.91,2.81
Non-Cash Items,-0.76,-0.67,-0.77,-0.79,-0.44
Cash Taxes Paid,0.01,-0.01,0.01,0.02,0.00
Changes in Working Capital,5.99,-1.48,-5.98,2.95,1.47
Cash from Operating Activities,8.10,1.26,-3.23,5.61,4.34
Capital Expenditures,-15.86,-1.54,-0.14,-0.05,-0.03
"Other Investing Cash Flow Items, Total",1.86,-1.82,-3.27,-4.16,1.74
Cash from Investing Activities,-13.99,-3.36,-3.40,-4.21,1.71
Total Cash Dividends Paid,-1.71,-1.02,-1.71,-1.71,-1.71
"Issuance (Retirement) of Stock, Net",-0.14,0,0,0,0
Cash from Financing Activities,-2.01,-1.15,-1.79,-2.78,-2.30
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-7.90,-3.25,-8.42,-1.38,3.75
