Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,34.92,-46.99,-40.39,-30.32,-83.51
Depreciation/Depletion,21.80,27.37,29.23,24.34,78.14
Non-Cash Items,-32.18,39.70,14.76,19.14,81.03
Cash Taxes Paid,9.22,6.87,3.40,3.45,2.08
Changes in Working Capital,1.06,23.87,-9.67,8.19,-59.12
Cash from Operating Activities,26.19,44.39,-5.80,21.58,16.72
Capital Expenditures,-72.88,-45.22,-20.24,-17.43,-9.80
"Other Investing Cash Flow Items, Total",10.70,0.10,0.22,-1.29,1.82
Cash from Investing Activities,-62.18,-45.12,-20.02,-18.71,-7.98
Total Cash Dividends Paid,-13.55,-3.37,0,0,0
"Issuance (Retirement) of Stock, Net",-0.55,0.00,0,0,0
Cash from Financing Activities,-14.00,-3.37,2.13,11.12,-56.89
Foreign Exchange Effects,-6.48,-2.03,0.34,-1.06,0.41
Net Change in Cash,-56.47,-6.12,-23.36,12.92,-47.74
