Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.29,-1.02,-1.30,-4.01,-7.16
Depreciation/Depletion,6.98,6.85,6.85,7.03,7.27
Non-Cash Items,4.44,4.19,3.34,4.81,4.46
Cash Taxes Paid,-0.04,0.55,0.85,1.17,0.54
Changes in Working Capital,-2.32,-4.43,-1.91,-3.98,-4.95
Cash from Operating Activities,8.80,5.59,6.98,3.84,-0.38
Capital Expenditures,-1.82,-1.86,-6.46,-0.24,-0.40
"Other Investing Cash Flow Items, Total",3.59,0.02,0.27,-0.93,1.41
Cash from Investing Activities,1.77,-1.84,-6.19,-1.17,1.01
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0.84
Cash from Financing Activities,-11.06,-5.44,-1.47,-3.98,-0.50
Foreign Exchange Effects,0.04,-0.08,-0.01,-0.01,0.01
Net Change in Cash,-0.45,-1.77,-0.69,-1.32,0.14
