Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.59,-0.59,0.91,1.71,0.48
Depreciation/Depletion,0.44,0.00,0.02,0.04,0.11
Non-Cash Items,1.31,0.71,0.29,-0.74,0.29
Cash Taxes Paid,0.27,0.11,0.05,0.14,0.13
Changes in Working Capital,-2.50,1.82,-3.72,0.63,-0.90
Cash from Operating Activities,1.84,1.95,-2.51,1.65,-0.03
Capital Expenditures,-0.77,0,-0.34,-0.02,-0.02
"Other Investing Cash Flow Items, Total",-1.63,0.01,3.29,-0.01,0.01
Cash from Investing Activities,-2.40,0.01,2.95,-0.03,-0.01
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,4.47,0.00,-0.09
Cash from Financing Activities,-0.70,-1.79,0.48,-2.18,0.08
Foreign Exchange Effects,-0.03,-0.01,0.01,0.08,0.00
Net Change in Cash,-1.29,0.16,0.94,-0.47,0.05
