Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1037.60,1099.70,1167.14,1062.36,1182.10
Total Revenue,1037.60,1099.70,1167.14,1062.36,1182.10
"Selling/General/Admin. Expenses, Total",244.52,236.61,264.01,256.37,279.24
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-9.78,-22.11,1.92,-23.71,3.86
"Other Operating Expenses, Total",-1.71,-11.55,-27.45,-8.34,-1.56
Total Operating Expense,1000.15,1055.81,1104.89,1008.66,1148.94
Operating Income,37.45,43.89,62.25,53.70,33.16
"Interest Inc.(Exp.),Net-Non-Op., Total",17.89,13.03,2.04,-2.53,23.12
"Other, Net",0,0,0,0,0
Net Income Before Taxes,55.34,56.92,64.29,51.16,56.28
Provision for Income Taxes,23.90,21.46,18.26,22.20,14.00
Net Income After Taxes,31.44,35.46,46.03,28.97,42.28
Net Income Before Extra. Items,18.66,23.23,29.16,19.47,31.72
Net Income,18.66,23.23,29.16,19.47,31.72
Income Available to Com Excl ExtraOrd,18.66,23.23,29.16,19.47,31.72
Income Available to Com Incl ExtraOrd,18.66,23.23,29.16,19.47,31.72
Diluted Net Income,18.66,23.23,29.16,19.47,31.72
Diluted Weighted Average Shares,484.48,484.47,484.32,484.05,484.05
Diluted EPS Excluding ExtraOrd Items,0.04,0.05,0.06,0.04,0.07
DPS - Common Stock Primary Issue,0.03,0.03,0.04,0.01,0
Diluted Normalised EPS,0.03,0.02,0.06,0.01,0.07
