Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,55.34,56.92,64.29,55.26,56.28
Depreciation/Depletion,22.90,25.72,26.87,36.99,40.83
Non-Cash Items,-30.78,-37.34,-24.16,-21.79,-27.01
Cash Taxes Paid,17.64,20.85,9.47,20.86,7.69
Changes in Working Capital,-37.50,-29.45,-73.91,-13.01,-58.08
Cash from Operating Activities,10.29,16.18,-6.59,57.78,12.36
Capital Expenditures,-47.47,-77.06,-49.57,-100.22,-78.32
"Other Investing Cash Flow Items, Total",43.05,33.25,100.88,23.22,49.97
Cash from Investing Activities,-4.41,-43.81,51.31,-77.00,-28.35
Total Cash Dividends Paid,-13.81,-13.32,-14.53,-19.60,0.00
"Issuance (Retirement) of Stock, Net",-0.07,0.00,-0.28,0.00,0
Cash from Financing Activities,18.95,11.47,32.82,-5.62,19.79
Foreign Exchange Effects,-3.19,5.14,-3.74,-1.54,1.17
Net Change in Cash,21.63,-11.03,73.81,-26.38,4.97
