Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,34.16,37.74,33.68,31.14,33.43
Total Revenue,34.16,37.74,33.68,31.14,33.43
"Selling/General/Admin. Expenses, Total",7.05,5.29,5.06,4.53,4.57
Depreciation/Amortisation,0,0.30,0.20,0.39,0.11
Unusual Expense (Income),-0.06,0,0,0,0
"Other Operating Expenses, Total",-0.19,-2.14,0.10,-0.78,-1.07
Total Operating Expense,36.43,35.89,33.84,30.25,32.84
Operating Income,-2.27,1.85,-0.16,0.89,0.59
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-2.27,1.85,-0.16,0.89,0.59
Provision for Income Taxes,0.17,0.30,0.09,0.08,0.17
Net Income After Taxes,-2.43,1.55,-0.25,0.81,0.41
Net Income Before Extra. Items,-2.43,1.55,-0.25,0.81,0.41
Net Income,-2.43,1.55,-0.25,0.81,0.41
Income Available to Com Excl ExtraOrd,-2.43,1.55,-0.25,0.81,0.41
Income Available to Com Incl ExtraOrd,-2.43,1.55,-0.25,0.81,0.41
Diluted Net Income,-2.43,1.55,-0.25,0.81,0.41
Diluted Weighted Average Shares,108.00,108.00,108.00,108.00,108.00
Diluted EPS Excluding ExtraOrd Items,-0.02,0.01,-0.00,0.01,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.02,0.00,-0.00,0.01,0.00
