Fiscal Year,2015,2016,2017,2018,2019
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,91.95,35.09,47.14,51.45,32.28
Total Revenue,91.95,35.09,47.14,51.45,32.28
"Selling/General/Admin. Expenses, Total",22.48,19.40,18.58,17.55,13.52
Depreciation/Amortisation,0,0,0.82,0.58,0
Unusual Expense (Income),0,0,5.96,-7.51,0.00
"Other Operating Expenses, Total",110.77,55.83,1.26,3.17,67.44
Total Operating Expense,264.91,139.53,93.28,83.36,130.53
Operating Income,-172.96,-104.43,-46.14,-31.91,-98.26
"Interest Inc.(Exp.),Net-Non-Op., Total",-87.65,-21.15,20.96,-25.55,-5.43
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-260.61,-125.58,-25.18,-57.46,-103.68
Provision for Income Taxes,-0.18,0.74,-0.62,-3.52,0.73
Net Income After Taxes,-260.43,-126.32,-24.56,-53.94,-104.42
Net Income Before Extra. Items,-229.64,-107.49,-18.30,-42.18,-81.24
Net Income,-229.64,-107.49,-18.30,-42.18,-81.24
Income Available to Com Excl ExtraOrd,-229.64,-107.49,-18.30,-42.18,-81.24
Income Available to Com Incl ExtraOrd,-229.64,-107.49,-18.30,-42.18,-81.24
Diluted Net Income,-229.64,-107.49,-18.30,-42.18,-81.24
Diluted Weighted Average Shares,512.93,515.60,515.60,515.60,1060.03
Diluted EPS Excluding ExtraOrd Items,-0.45,-0.21,-0.04,-0.08,-0.08
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.32,-0.18,-0.03,-0.09,-0.04
