Fiscal Year,2015,2016,2017,2018,2019
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-260.61,-125.58,-25.18,-57.46,-103.68
Depreciation/Depletion,60.96,32.12,27.53,29.76,28.93
Non-Cash Items,192.31,71.89,-14.62,20.22,76.14
Cash Taxes Paid,2.32,0.83,0.27,0.34,0.24
Changes in Working Capital,26.72,7.95,2.45,6.79,-8.98
Cash from Operating Activities,19.95,-13.40,-9.63,-0.58,-7.59
Capital Expenditures,-9.17,-1.32,-2.41,-0.92,-4.72
"Other Investing Cash Flow Items, Total",-1.60,-19.22,11.82,17.16,3.50
Cash from Investing Activities,-10.76,-20.54,9.41,16.24,-1.22
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-60.58,20.79,4.85,-12.33,-2.78
Foreign Exchange Effects,2.90,-0.31,-0.26,-0.10,0.09
Net Change in Cash,-48.49,-13.46,4.37,3.23,-11.50
