Fiscal Year,2015,2016,2017,2018,2019
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019
Source,ARS,ARS,ARS,ARS,ARS
Cash,15.60,1.67,0,0,0
Short Term Investments,0.27,0.74,0,0,0
Cash and Short Term Investments,15.87,5.84,8.46,15.61,2.46
"Accounts Receivable - Trade, Net",24.14,8.31,22.56,3.02,13.85
"Total Receivables, Net",36.82,24.46,22.56,3.02,13.85
Prepaid Expenses,1.28,0.62,0,0,0
"Other Current Assets, Total",7.58,5.52,11.05,5.04,5.59
Total Current Assets,61.79,36.67,42.29,23.89,26.20
"Property/Plant/Equipment, Total - Gross",879.60,759.38,0,0,0
"Accumulated Depreciation, Total",-375.71,-310.94,0,0,0
"Property/Plant/Equipment, Total - Net",503.89,448.45,386.05,388.49,282.21
"Goodwill, Net",0.73,0.00,0,0,0
"Intangibles, Net",0.52,0.32,0.12,0.00,0.00
Long Term Investments,52.45,42.78,38.75,0.00,0.00
Total Assets,669.99,566.09,496.40,413.61,309.63
Accounts Payable,8.91,7.11,0,0,0
Accrued Expenses,14.96,13.59,0,0,0
Notes Payable/Short Term Debt,0.81,16.74,0.00,3.52,3.66
"Other Current liabilities, Total",19.06,15.19,10.88,3.22,3.19
Total Current Liabilities,411.64,124.87,44.74,42.23,46.49
Total Long Term Debt,15.87,343.12,398.73,368.62,324.98
Total Debt,384.58,432.10,408.06,383.79,342.30
Deferred Income Tax,0.07,0.01,0.06,1.05,1.01
"Other Liabilities, Total",31.64,11.04,0.56,0.56,8.75
Total Liabilities,507.78,509.11,465.87,423.91,369.62
"Common Stock, Total",359.97,359.97,359.97,359.97,390.94
Retained Earnings (Accumulated Deficit),-160.16,-267.59,-294.61,-336.74,-417.98
Treasury Stock - Common,-26.37,-26.37,-26.37,-26.37,-26.37
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-11.24,-9.05,-8.48,-7.16,-6.59
Total Equity,162.21,56.98,30.53,-10.30,-59.99
Total Liabilities & Shareholders' Equity,669.99,566.09,496.40,413.61,309.63
Total Common Shares Outstanding,515.60,515.60,515.60,515.60,1310.47
"Tangible Book Value per Share, Common Eq",0.31,0.11,0.06,-0.02,-0.05
